"term","count.2013","pct.2013","count.2017","pct.2017","difference","ratio"
"ops",120,0.00311826001091391,14,0.00550098231827112,0.00238272230735721,1.76411918795023
"insight",1123,0.029181716602136,131,0.0514734774066798,0.0222917608045438,1.76389477385686
"transition",823,0.0213860665748512,96,0.037721021611002,0.0163349550361507,1.76381297042064
"sensor",103,0.00267650650936777,12,0.00471512770137525,0.00203862119200747,1.76167242069926
"preston",146,0.00379388301327859,17,0.00667976424361493,0.00288588123033634,1.76066689991119
"peer",481,0.0124990255437466,56,0.0220039292730845,0.00950490372933789,1.76045158049087
"choice",430,0.0111737650391082,50,0.0196463654223969,0.00847260038328868,1.75825832686069
"simulation",301,0.00782163552737573,35,0.0137524557956778,0.00593082026830207,1.75825832686069
"scala",370,0.00961463503365122,43,0.0168958742632613,0.00728123922961007,1.75730791695428
"vulnerability",319,0.00828937452901281,37,0.0145383104125737,0.00624893588356086,1.75384890158957
"segment",95,0.00246862250864018,11,0.00432220039292731,0.00185357788428713,1.75085513390549
"try",173,0.00449549151573422,20,0.00785854616895874,0.00336305465322452,1.74809498393086
"quarterly",199,0.0051711145180989,23,0.00903732809430255,0.00386621357620365,1.74765576408565
"know",2140,0.0556089701946314,247,0.0970530451866405,0.0414440749920091,1.74527679341939
"artefact",104,0.00270249200945872,12,0.00471512770137525,0.00201263569191652,1.74473326280792
"predominately",104,0.00270249200945872,12,0.00471512770137525,0.00201263569191652,1.74473326280792
"innovation",1257,0.0326637736143232,145,0.0569744597249509,0.0243106861106277,1.74427059156347
"regardless",633,0.0164488215575709,73,0.0286836935166994,0.0122348719591285,1.74381449858317
"value",2639,0.0685757347400151,304,0.119449901768173,0.0508741670281578,1.74186834776226
"positive",1181,0.0306888756074111,136,0.0534381139489195,0.0227492383415084,1.74128614656754
"benchmark",165,0.00428760751500663,19,0.00746561886051081,0.00317801134550418,1.74120854914568
"maternity",165,0.00428760751500663,19,0.00746561886051081,0.00317801134550418,1.74120854914568
"regional",339,0.0088090845308318,39,0.0153241650294695,0.00651508049863775,1.73958655701793
"smes",113,0.00293636151027727,13,0.00510805500982318,0.00217169349954592,1.73958655701792
"e",4694,0.121975937426916,539,0.211787819253438,0.0898118818265223,1.73630819095229
"rise",601,0.0156172855546605,69,0.0271119842829077,0.0114946987282472,1.73602411174565
"profit",427,0.0110958085388353,49,0.0192534381139489,0.00815762957511359,1.73519920126252
"responsive",523,0.0135904165475665,60,0.0235756385068762,0.00998522195930977,1.73472523261973
"place",3097,0.0804770937816698,355,0.139489194499018,0.0590121007173478,1.73327822793209
"numerous",445,0.0115635475404724,51,0.0200392927308448,0.00847574519037238,1.73297101609236
"threat",280,0.00727594002546579,32,0.012573673870334,0.0052977338448682,1.72811675554308
"luxury",140,0.00363797001273289,16,0.00628683693516699,0.0026488669224341,1.72811675554308
"talent",1129,0.0293376296026817,129,0.0506876227897839,0.0213499931871022,1.72773409018534
"moment",219,0.00569082451991789,25,0.00982318271119843,0.00413235819128054,1.72614401952077
"hcm",149,0.00387183951355144,17,0.00667976424361493,0.00280792473006349,1.72521723078546
"wealth",263,0.00683418652391965,30,0.0117878192534381,0.00495363272951846,1.72483136247171
"easy",456,0.0118493880414729,52,0.0204322200392927,0.00858283199781987,1.72432702581601
"translation",114,0.00296234701036821,13,0.00510805500982318,0.00214570799945497,1.72432702581601
"lunch",193,0.00501520151755321,22,0.00864440078585462,0.00362919926830141,1.72363976912976
"consist",395,0.010264272535925,45,0.0176817288801572,0.00741745634423222,1.72264803163314
"friend",325,0.00844528752955851,37,0.0145383104125737,0.00609302288301517,1.72147015263715
"worth",123,0.00319621651118676,14,0.00550098231827112,0.00230476580708436,1.72109189068315
"cambridgeshire",369,0.00958864953356027,42,0.0165029469548134,0.00691429742125308,1.72109189068315
"licence",634,0.0164748070576618,72,0.0282907662082515,0.0118159591505896,1.71721381071316
"skillset",273,0.00709404152482915,31,0.0121807465618861,0.00508670503705691,1.71703908403319
"connect",591,0.015357430553751,67,0.0263261296660118,0.0109686991122608,1.71422749227941
"alignment",150,0.00389782501364239,17,0.00667976424361493,0.00278193922997254,1.71371578258022
"oxfordshire",468,0.0121612140425642,53,0.0208251473477407,0.00866393330517642,1.71242338757074
"begin",327,0.0084972585297404,37,0.0145383104125737,0.00604105188283327,1.71094128320206
"intuitive",115,0.00298833251045916,13,0.00510805500982318,0.00211972249936402,1.70933287776544
"set",4755,0.123561052932464,537,0.211001964636542,0.0874409117040786,1.70767373398697
"ethos",248,0.00644440402255541,28,0.0110019646365422,0.00455756061398683,1.70721211737119
"else",186,0.00483330301691656,21,0.00825147347740668,0.00341817046049012,1.70721211737119
"pr",142,0.00368994101291479,16,0.00628683693516699,0.0025968959222522,1.7037770829298
"date",3608,0.0937556843281449,406,0.159528487229862,0.0657728029017176,1.70153402828902
"advancement",205,0.0053270275186446,23,0.00903732809430255,0.00371030057565796,1.69650486367339
"individual",4798,0.124678429436374,536,0.210609037328094,0.0859306078917198,1.68921792069551
"guarantee",484,0.0125769820440194,54,0.0212180746561886,0.00864109261216917,1.68705613015311
"chat",314,0.00815944702855806,35,0.0137524557956778,0.00559300876711974,1.68546419230914
"employer",2712,0.0704726762466544,302,0.118664047151277,0.0481913709046227,1.68383057762633
"thrive",872,0.0226593560793077,97,0.0381139489194499,0.0154545928401422,1.68204024801283
"flexible",2878,0.0747862692617519,320,0.12573673870334,0.0509504694415879,1.68128106863121
"give",3383,0.0879089468076813,376,0.147740667976424,0.059831721168743,1.68061014653761
"double",261,0.00678221552373775,29,0.0113948919449902,0.00461267642125242,1.68011351233355
"ahead",333,0.0086531715302861,37,0.0145383104125737,0.00588513888228757,1.68011351233355
"wiltshire",297,0.00771769352701193,33,0.0129666011787819,0.00524890765177,1.68011351233355
"balancer",135,0.00350804251227815,15,0.00589390962671906,0.00238586711444091,1.68011351233355
"customize",99,0.00257256450900398,11,0.00432220039292731,0.00174963588392333,1.68011351233355
"perfect",695,0.0180599225632097,77,0.0302554027504912,0.0121954801872814,1.67527865330525
"succeed",641,0.0166567055582985,71,0.0278978388998035,0.0112411333415051,1.67487134848852
"accountant",217,0.00563885351973599,24,0.00943025540275049,0.0037914018830145,1.67237105375137
"adoption",217,0.00563885351973599,24,0.00943025540275049,0.0037914018830145,1.67237105375137
"nice",407,0.0105760985370163,45,0.0176817288801572,0.00710563034314082,1.67185742627786
"social",2217,0.0576098537016345,245,0.0962671905697446,0.0386573368681101,1.67101952850495
"past",580,0.0150715900527506,64,0.025147347740668,0.0100757576879174,1.66852652259332
"plenty",408,0.0106020840371073,45,0.0176817288801572,0.00707964484304988,1.66775973650757
"day",7955,0.206714653223501,877,0.344597249508841,0.13788259628534,1.66701897584522
"entry",372,0.00966660603383312,41,0.0161100196463654,0.0064434136125323,1.66656420981473
"evolution",227,0.00589870852064548,25,0.00982318271119843,0.00392447419055295,1.66531075011035
"money",336,0.00873112803055895,37,0.0145383104125737,0.00580718238201472,1.66511249883057
"recognition",209,0.00543096951900839,23,0.00903732809430255,0.00360635857529416,1.6640358710672
"ic",473,0.012291141543019,52,0.0204322200392927,0.00814107849627374,1.66235332721375
"quant",173,0.00449549151573422,19,0.00746561886051081,0.00297012734477659,1.66069023473432
"land",155,0.00402775251409713,17,0.00667976424361493,0.0026520117295178,1.65843462830344
"soft",155,0.00402775251409713,17,0.00667976424361493,0.0026520117295178,1.65843462830344
"profitable",356,0.00925083803237793,39,0.0153241650294695,0.00607332699709161,1.65651641244123
"ship",137,0.00356001351246005,15,0.00589390962671906,0.00233389611425901,1.65558630777394
"boost",201,0.0052230855182808,22,0.00864440078585462,0.00342131526757382,1.65503719125395
"distributor",201,0.0052230855182808,22,0.00864440078585462,0.00342131526757382,1.65503719125395
"right",4470,0.116155185406543,489,0.192141453831041,0.0759862684244981,1.6541788742237
"positively",128,0.0033261440116415,14,0.00550098231827112,0.00217483830662962,1.65386173870334
"postgresql",229,0.00595067952082738,25,0.00982318271119843,0.00387250319037105,1.65076655141943
"popular",165,0.00428760751500663,18,0.00707269155206287,0.00278508403705624,1.64956599392749
"download",101,0.00262453550918587,11,0.00432220039292731,0.00169766488374143,1.6468439378319
"entirely",101,0.00262453550918587,11,0.00432220039292731,0.00169766488374143,1.6468439378319
"fundamental",432,0.0112257360392901,47,0.018467583497053,0.00724184745776297,1.64511114749327
"locally",138,0.003585999012551,15,0.00589390962671906,0.00230791061416806,1.64358930554369
"medical",1087,0.0282462385988618,118,0.0463654223968566,0.0181191837979947,1.64147244719249
"phd",314,0.00815944702855806,34,0.0133595284872299,0.0052000814586718,1.63730807252888
"sprint",231,0.00600265052100928,25,0.00982318271119843,0.00382053219018915,1.63647420032489
"channel",1072,0.0278564560974976,116,0.0455795677799607,0.0177231116824631,1.63622995044424
"charge",342,0.00888704103110464,37,0.0145383104125737,0.00565126938146903,1.63589999885109
"style",444,0.0115375620403815,48,0.018860510805501,0.00732294876511952,1.63470503902724
"slot",222,0.00576878102019073,24,0.00943025540275049,0.00366147438255976,1.63470503902724
"drop",148,0.00384585401346049,16,0.00628683693516699,0.0024409829217065,1.63470503902724
"q",111,0.00288439051009537,12,0.00471512770137525,0.00183073719127988,1.63470503902724
"book",398,0.0103422290361978,43,0.0168958742632613,0.0065536452270635,1.63367821425398
"programme",4773,0.124028791934101,515,0.202357563850688,0.0783287719165869,1.63153700600587
"end",8221,0.213626796247694,887,0.34852652259332,0.134899726345626,1.63147380719605
"evolve",613,0.0159291115557519,66,0.0259332023575638,0.010004090801812,1.62803821586644
"hand",2740,0.0712002702492009,295,0.115913555992141,0.0447132857429405,1.62799320264437
"membership",418,0.0108619390380168,45,0.0176817288801572,0.00681978984214038,1.62786117821791
"calm",158,0.00410570901436998,17,0.00667976424361493,0.00257405522924495,1.62694536320907
"commission",874,0.0227113270794896,94,0.0369351669941061,0.0142238399146164,1.62628836548534
"excellence",763,0.0198269365693943,82,0.0322200392927308,0.0123931027233366,1.62506392149693
"knit",177,0.00459943351609802,19,0.00746561886051081,0.00286618534441279,1.62316051191547
"processor",205,0.0053270275186446,22,0.00864440078585462,0.00331737326721002,1.62274378264411
"time",8942,0.232362341813268,957,0.376031434184676,0.143669092371408,1.61829766067198
"contribution",813,0.0211262115739417,87,0.0341846758349705,0.0130584642610288,1.61811670376036
"sustainable",187,0.00485928851700751,20,0.00785854616895874,0.00299925765195123,1.61722156267401
"put",720,0.0187095600654835,77,0.0302554027504912,0.0115458426850077,1.61710925562104
"shape",711,0.0184756905646649,76,0.0298624754420432,0.0113867848773783,1.61631173338418
"vary",1862,0.0483850011693475,199,0.0781925343811395,0.029807533211792,1.61604903361407
"discover",122,0.00317023101109581,13,0.00510805500982318,0.00193782399872737,1.61125640117234
"stoke",122,0.00317023101109581,13,0.00510805500982318,0.00193782399872737,1.61125640117234
"signal",245,0.00636644752228257,26,0.0102161100196464,0.0038496624973638,1.60467984443286
"comprehensive",1132,0.0294155861029546,120,0.0471512770137525,0.0177356909107979,1.60293515310975
"assembly",321,0.00834134552919471,34,0.0133595284872299,0.00501818295803515,1.6016035351217
"balance",1020,0.0265052100927682,108,0.0424361493123772,0.015930939219609,1.60104934704727
"outstanding",1606,0.0417327131460645,170,0.0667976424361493,0.0250649292900848,1.60060627264653
"interview",3101,0.0805810357820336,328,0.128880157170923,0.0482991213888898,1.59938571054777
"item",227,0.00589870852064548,24,0.00943025540275049,0.00353154688210501,1.59869832010593
"motivation",350,0.00909492503183224,37,0.0145383104125737,0.00544338538074144,1.59850799887735
"correctly",246,0.00639243302237352,26,0.0102161100196464,0.00382367699727285,1.59815675563435
"leadership",2479,0.0644180547254632,262,0.10294695481336,0.0385289000878963,1.59810716501917
"turn",445,0.0115635475404724,47,0.018467583497053,0.00690403595658063,1.59705172071257
"next",3083,0.0801132967803965,325,0.12770137524558,0.047588078465183,1.59400973842869
"optimal",133,0.00345607151209625,14,0.00550098231827112,0.00204491080617487,1.59168648536863
"rate",1561,0.0405633656419718,164,0.0644400785854617,0.0238767129434899,1.58862751070104
"reliable",438,0.0113816490398358,46,0.0180746561886051,0.00669300714876934,1.58805249795911
"align",553,0.0143699815502949,58,0.0227897838899804,0.00841980233968542,1.58592993388447
"backlog",124,0.00322220201127771,13,0.00510805500982318,0.00188585299854548,1.58526839470182
"mentality",124,0.00322220201127771,13,0.00510805500982318,0.00188585299854548,1.58526839470182
"raise",582,0.0151235610529325,61,0.0239685658153242,0.0088450047623917,1.58484934410845
"pending",105,0.00272847750954967,11,0.00432220039292731,0.00159372288337764,1.58410702591449
"bedford",191,0.00496323051737131,20,0.00785854616895874,0.00289531565158743,1.58335304827246
"overview",468,0.0121612140425642,49,0.0192534381139489,0.00709222407138467,1.583183886622
"annum",1347,0.0350024686225086,141,0.0554027504911591,0.0204002818686505,1.58282408845678
"accessible",172,0.00446950601564327,18,0.00707269155206287,0.0026031855364196,1.58243249417462
"shortlist",249,0.00647038952264636,26,0.0102161100196464,0.003745720497,1.57890185496406
"cheltenham",230,0.00597666502091833,24,0.00943025540275049,0.00345359038183216,1.57784573332194
"arrange",365,0.00948470753319648,38,0.0149312377210216,0.00544653018782513,1.57424334580294
"route",202,0.00524907101837175,21,0.00825147347740668,0.00300240245903493,1.57198739520317
"compliant",260,0.00675623002364681,27,0.0106090373280943,0.0038528073044475,1.57025993652713
"healthy",183,0.00475534651664371,19,0.00746561886051081,0.00271027234386709,1.56994213447561
"roll",578,0.0150196190525687,60,0.0235756385068762,0.00855601945430756,1.56965622259536
"continuous",1995,0.0518410726814438,207,0.081335952848723,0.0294948801672792,1.56894810700622
"eager",222,0.00576878102019073,23,0.00903732809430255,0.00326854707411182,1.56659232906777
"breadth",145,0.00376789751318764,15,0.00589390962671906,0.00212601211353142,1.56424361493124
"eligibility",116,0.00301431801055011,12,0.00471512770137525,0.00170080969082513,1.56424361493124
"pension",3948,0.102590754359068,408,0.160314341846758,0.0577235874876907,1.56265876831023
"edinburgh",542,0.0140841410492945,56,0.0220039292730845,0.00791978822378999,1.56231957604448
"ambition",562,0.0146038510511135,58,0.0227897838899804,0.00818593283886688,1.56053247942725
"django",291,0.00756178052646623,30,0.0117878192534381,0.00422603872697188,1.55886820731979
"kernel",204,0.00530104201855365,21,0.00825147347740668,0.00295043145885303,1.55657575407373
"international",3829,0.0994984798482447,393,0.154420432220039,0.0549219523717946,1.5519878540412
"ass",478,0.0124210690434737,49,0.0192534381139489,0.00683236907047518,1.55006288480983
"hour",3015,0.078346282774212,309,0.121414538310413,0.0430682555362006,1.5497166427196
"price",1103,0.028662006600317,113,0.0444007858546169,0.0157387792542999,1.54911644790863
"great",6876,0.178676298625367,703,0.2762278978389,0.0975515992135327,1.54596832352158
"api",1058,0.0274926590962243,108,0.0424361493123772,0.0149434902161529,1.54354473911929
"soon",823,0.0213860665748512,84,0.0330058939096267,0.0116198273347755,1.54333634911806
"continually",549,0.0142660395499311,56,0.0220039292730845,0.00773788972315334,1.54239929001113
"capability",2101,0.0545955356910844,214,0.0840864440078585,0.0294909083167742,1.54017069241048
"ease",108,0.00280643400982252,11,0.00432220039292731,0.00151576638310479,1.54010405297242
"gloucester",246,0.00639243302237352,25,0.00982318271119843,0.00343074968882491,1.53668918810996
"real",2588,0.0672504742353767,263,0.103339882121807,0.0360894078864308,1.53664168612578
"delight",197,0.005119143517917,20,0.00785854616895874,0.00273940265104174,1.53512909756365
"colleague",1725,0.0448249876568875,175,0.068762278978389,0.0239372913215015,1.53401668517411
"blend",138,0.003585999012551,14,0.00550098231827112,0.00191498330572012,1.53401668517411
"draw",355,0.00922485253228698,36,0.0141453831041257,0.00492053057183875,1.53339937463682
"compel",148,0.00384585401346049,15,0.00589390962671906,0.00204805561325857,1.53253597408804
"staffordshire",227,0.00589870852064548,23,0.00903732809430255,0.00313861957365707,1.53208589010152
"dependency",751,0.0195151105683029,76,0.0298624754420432,0.0103473648737403,1.53022322561405
"productivity",257,0.00667827352337396,26,0.0102161100196464,0.00353783649627241,1.52975315908969
"master",891,0.0231530805810358,90,0.0353634577603143,0.0122103771792786,1.52737592030323
"specialise",2248,0.0584154042044539,227,0.0891944990176817,0.0307790948132278,1.52690031392235
"potential",2281,0.0592729257074552,230,0.0903732809430255,0.0311003552355703,1.52469748817644
"enthusiasm",635,0.0165007925577528,64,0.025147347740668,0.0086465551829152,1.52400847732933
"speed",387,0.0100563885351974,39,0.0153241650294695,0.00526777649427219,1.52382388327927
"deal",3058,0.0794636592781228,308,0.121021611001965,0.0415579517238418,1.52298059391387
"mean",964,0.0250500220876751,97,0.0381139489194499,0.0130639268317748,1.52151358533941
"term",2844,0.0739027622586597,285,0.111984282907662,0.0380815206490024,1.51529225004767
"approach",4192,0.108931216381259,420,0.165029469548134,0.0560982531668743,1.51498785224733
"do",529,0.0137463295481122,53,0.0208251473477407,0.00707881779962852,1.51496057728375
"best",7157,0.185978224150924,717,0.281728880157171,0.0957506560062471,1.51484874878977
"regulation",829,0.0215419795753969,83,0.0326129666011788,0.0110709870257819,1.51392616853216
"staff",5308,0.137931034482759,531,0.208644400785855,0.070713366303096,1.51267190569745
"text",220,0.00571681002000883,22,0.00864440078585462,0.00292759076584578,1.5121021611002
"kimball",140,0.00363797001273289,14,0.00550098231827112,0.00186301230553823,1.5121021611002
"naturally",120,0.00311826001091391,12,0.00471512770137525,0.00159686769046134,1.5121021611002
"nearly",110,0.00285840501000442,11,0.00432220039292731,0.00146379538292289,1.5121021611002
"pivotal",330,0.00857521503001325,33,0.0129666011787819,0.00439138614876867,1.5121021611002
"stimulate",150,0.00389782501364239,15,0.00589390962671906,0.00199608461307667,1.5121021611002
"maximise",692,0.0179819660629369,69,0.0271119842829077,0.00913001821997078,1.50773192364037
"huge",913,0.0237247615830367,91,0.0357563850687623,0.0120316234857256,1.50713358882933
"driver",753,0.0195670815684848,75,0.0294695481335953,0.0099024665651105,1.50607784970139
"fresh",432,0.0112257360392901,43,0.0168958742632613,0.00567013822397122,1.50510168813214
"purchase",633,0.0164488215575709,63,0.02475442043222,0.00830559887464917,1.50493580014712
"thousand",201,0.0052230855182808,20,0.00785854616895874,0.00263546065067794,1.50457926477631
"step",1146,0.0297793831042278,114,0.0447937131630648,0.015014330058837,1.50418539585883
"exceptionally",161,0.00418366551464283,16,0.00628683693516699,0.00210317142052416,1.50271022221138
"friendly",1460,0.0379388301327859,145,0.0569744597249509,0.019035629592165,1.50174529698307
"legislation",393,0.0102123015357431,39,0.0153241650294695,0.00511186349372649,1.50055939651165
"room",363,0.00943273653301458,36,0.0141453831041257,0.00471264657111116,1.49960544902499
"delegate",121,0.00314424551100486,12,0.00471512770137525,0.00157088219037039,1.49960544902499
"oversight",111,0.00288439051009537,11,0.00432220039292731,0.00143780988283194,1.4984796191083
"wide",2908,0.0755658342644804,288,0.113163064833006,0.0375972305685255,1.49754271800845
"away",505,0.0131226775459294,50,0.0196463654223969,0.00652368787646748,1.49713085257445
"select",505,0.0131226775459294,50,0.0196463654223969,0.00652368787646748,1.49713085257445
"english",1387,0.0360418886261466,137,0.0538310412573674,0.0177891526312208,1.49356882531166
"stay",486,0.0126289530442013,48,0.018860510805501,0.00623155776129965,1.49343423318538
"push",508,0.0132006340462022,50,0.0196463654223969,0.00644573137619464,1.48828952864193
"dedicate",1250,0.0324818751136866,123,0.0483300589390963,0.0158481838254097,1.48790852652259
"welcome",1891,0.049138580671985,186,0.0730844793713163,0.0239458986993313,1.48731360108216
"rtos",122,0.00317023101109581,12,0.00471512770137525,0.00154489669027944,1.48731360108216
"procedural",112,0.00291037601018632,11,0.00432220039292731,0.00141182438274099,1.48510033679484
"encourage",1051,0.0273107605955877,103,0.0404715127701375,0.0131607521745499,1.48188889241979
"simple",347,0.00901696853155939,34,0.0133595284872299,0.00434255995567047,1.48159865929126
"primary",1021,0.0265311955928592,100,0.0392927308447937,0.0127615352519345,1.48100113721861
"phone",1409,0.0366135696281475,138,0.0542239685658153,0.0176103989376678,1.48098011520104
"across",10054,0.261258217914404,984,0.38664047151277,0.125382253598366,1.47991697485836
"apis",542,0.0140841410492945,53,0.0208251473477407,0.00674100629844617,1.47862388447067
"occasionally",266,0.0069121430241925,26,0.0102161100196464,0.00330396699545386,1.47799459355658
"bash",440,0.0114336200400177,43,0.0168958742632613,0.00546225422324363,1.47773620289337
"society",174,0.00452147701582517,17,0.00667976424361493,0.00215828722778976,1.4773411918795
"perspective",512,0.013304576046566,50,0.0196463654223969,0.00634178937583084,1.47666226669941
"amaze",676,0.0175661980614817,66,0.0259332023575638,0.00836700429608216,1.47631276083747
"renowned",717,0.0186316035652106,70,0.0275049115913556,0.00887330802614499,1.47625036648555
"enthusiast",123,0.00319621651118676,12,0.00471512770137525,0.00151891119018849,1.47522162058556
"range",6516,0.169321518592625,635,0.24950884086444,0.0801873222718148,1.47358022145277
"engagement",1170,0.0304030351064106,114,0.0447937131630648,0.0143906780566542,1.47333031081558
"cnc",195,0.0050671725177351,19,0.00746561886051081,0.0023984463427757,1.47333031081558
"significantly",154,0.00400176701400618,15,0.00589390962671906,0.00189214261271287,1.4728267802924
"expense",339,0.0088090845308318,33,0.0129666011787819,0.00415751664795013,1.47195785593824
"sunday",185,0.00480731751682561,18,0.00707269155206287,0.00226537403523726,1.47123453512452
"coach",731,0.0189954005664839,71,0.0278978388998035,0.00890243833331963,1.4686628377307
"common",587,0.0152534885533872,57,0.0223968565815324,0.00714336802814521,1.46831044604278
"pool",196,0.00509315801782605,19,0.00746561886051081,0.00237246084268475,1.46581331943386
"third",1439,0.037393134630876,139,0.0546168958742633,0.0172237612433873,1.46061292837337
"introduction",290,0.00753579502637528,28,0.0110019646365422,0.00346616961016696,1.45996070726916
"build",11634,0.302315308058104,1123,0.441257367387033,0.13894205932893,1.45959319831143
"collection",456,0.0118493880414729,44,0.0172888015717092,0.00543941353023638,1.45904594492124
"bring",1679,0.0436296546527038,162,0.0636542239685658,0.020024569315862,1.45896694519495
"consistently",436,0.0113296780396539,42,0.0165029469548134,0.00517326891515948,1.45661217353689
"minute",239,0.00621053452173687,23,0.00903732809430255,0.00282679357256568,1.45516107553575
"cross",1144,0.0297274121040459,110,0.0432220039292731,0.0134945918252271,1.45394438567327
"transport",572,0.014863706052023,55,0.0216110019646365,0.00674729591261357,1.45394438567327
"sit",406,0.0105501130369254,39,0.0153241650294695,0.00477405199254415,1.45251192815044
"combine",625,0.0162409375568433,60,0.0235756385068762,0.00733470095003295,1.45161807465619
"pm",1002,0.0260374710911311,96,0.037721021611002,0.0116835505198708,1.44872063338941
"fun",856,0.0222435880778526,82,0.0322200392927308,0.00997645121487829,1.4485090795586
"think",2445,0.0635345477223709,234,0.0919449901768173,0.0284104424544464,1.44716525847626
"receive",2268,0.0589351142062729,217,0.0852652259332024,0.0263301117269295,1.44676441339834
"opengl",157,0.00407972351427903,15,0.00589390962671906,0.00181418611244002,1.44468359340783
"first",3751,0.0974716108411506,358,0.140667976424361,0.0431963655832109,1.44316868481437
"navision",1311,0.0340669906192345,125,0.0491159135559921,0.0150489229367577,1.44174500486289
"alert",252,0.00654834602291921,24,0.00943025540275049,0.00288190937983128,1.4400972962859
"fire",126,0.00327417301145961,12,0.00471512770137525,0.00144095468991564,1.4400972962859
"specialism",126,0.00327417301145961,12,0.00471512770137525,0.00144095468991564,1.4400972962859
"birmingham",1127,0.0292856586024998,107,0.0420432220039293,0.0127575634014295,1.43562494443408
"stage",1401,0.0364056856274199,133,0.0522593320235756,0.0158536463961557,1.43547171610511
"status",1075,0.0279344125977704,102,0.0400785854616896,0.0121441728639191,1.43473879471833
"agenda",116,0.00301431801055011,11,0.00432220039292731,0.0013078823823772,1.43388998035363
"employ",770,0.0200088350700309,73,0.0286836935166994,0.00867485844666849,1.4335513994846
"own",549,0.0142660395499311,52,0.0204322200392927,0.00616618048936159,1.43222791215319
"distribute",708,0.0183977340643921,67,0.0263261296660118,0.00792839560161972,1.43094413550442
"germany",201,0.0052230855182808,19,0.00746561886051081,0.00224253334223001,1.4293503015375
"assessment",995,0.0258555725904945,94,0.0369351669941061,0.0110795944036116,1.42851862455697
"county",233,0.00605462152119117,22,0.00864440078585462,0.00258977926466344,1.42773594610319
"access",2895,0.0752280227632981,273,0.107269155206287,0.0320411324429888,1.42592017264371
"construction",605,0.0157212275550243,57,0.0223968565815324,0.00667562902650812,1.42462517657374
"suggestion",138,0.003585999012551,13,0.00510805500982318,0.00152205599727219,1.42444406480453
"distribution",659,0.0171244445599356,62,0.0243614931237721,0.00723704856383655,1.42261508328091
"often",383,0.00995244653483356,36,0.0141453831041257,0.00419293656929217,1.42129707048582
"determination",181,0.00470337551646181,17,0.00667976424361493,0.00197638872715312,1.42020644965212
"pro",522,0.0135644310474755,49,0.0192534381139489,0.00568900706647341,1.41940624317835
"believe",459,0.0119273445417457,43,0.0168958742632613,0.00496852972151559,1.4165662947126
"scalability",299,0.00776966452719383,28,0.0110019646365422,0.00323230010934841,1.41601540169918
"relocate",171,0.00444352051555232,16,0.00628683693516699,0.00184331641961467,1.41483243143878
"creatively",139,0.00361198451264195,13,0.00510805500982318,0.00149607049718124,1.41419626577716
"predictive",139,0.00361198451264195,13,0.00510805500982318,0.00149607049718124,1.41419626577716
"waste",139,0.00361198451264195,13,0.00510805500982318,0.00149607049718124,1.41419626577716
"miss",749,0.019463139568121,70,0.0275049115913556,0.00804177202323461,1.41317958981327
"unfortunately",182,0.00472936101655276,17,0.00667976424361493,0.00195040322706217,1.41240311751117
"play",1724,0.0447990021567965,161,0.0632612966601179,0.0184622945033214,1.41211396715274
"pick",407,0.0105760985370163,38,0.0149312377210216,0.00435513918400527,1.41179071552352
"speak",1704,0.0442792921549775,159,0.062475442043222,0.0181961498882445,1.41094039680124
"dependant",601,0.0156172855546605,56,0.0220039292730845,0.00638664371842398,1.40894710518488
"integrate",1999,0.0519450146818076,186,0.0730844793713163,0.0211394646895088,1.40695848906772
"somebody",215,0.00558688251955409,20,0.00785854616895874,0.00227166364940465,1.40660666148855
"teamwork",215,0.00558688251955409,20,0.00785854616895874,0.00227166364940465,1.40660666148855
"hardworking",269,0.00699009952446535,25,0.00982318271119843,0.00283308318673308,1.40529940622695
"personality",506,0.0131486630460203,47,0.018467583497053,0.00531892045103272,1.40452177019188
"profitability",291,0.00756178052646623,27,0.0106090373280943,0.00304725680162807,1.40298138658781
"firm",3029,0.0787100797754853,281,0.11041257367387,0.0317024938983851,1.40277552746502
"gym",540,0.0140321700491126,50,0.0196463654223969,0.00561419537328426,1.40009459361129
"pay",2908,0.0755658342644804,269,0.105697445972495,0.0301316117080147,1.39874649702872
"last",941,0.0244523555855832,87,0.0341846758349705,0.00973232024938728,1.39801156233493
"harness",119,0.00309227451082296,11,0.00432220039292731,0.00122992588210435,1.39774149345396
"acquire",357,0.00927682353246888,33,0.0129666011787819,0.00368977764631304,1.39774149345396
"newly",357,0.00927682353246888,33,0.0129666011787819,0.00368977764631304,1.39774149345396
"datasets",130,0.0033781150118234,12,0.00471512770137525,0.00133701268955184,1.39578661024634
"campaign",1833,0.04763142166671,169,0.0664047151277014,0.0187732934609914,1.39413674427678
"h",358,0.00930280903255983,33,0.0129666011787819,0.00366379214622209,1.39383718760633
"builder",217,0.00563885351973599,20,0.00785854616895874,0.00221969264922276,1.39364254479281
"acquisition",608,0.0157991840552971,56,0.0220039292730845,0.00620474521778734,1.39272567469755
"inside",152,0.00394979601382429,14,0.00550098231827112,0.00155118630444683,1.39272567469755
"fit",1238,0.0321700491125952,114,0.0447937131630648,0.0126236640504697,1.39240425174008
"broad",1456,0.0378348881324221,134,0.0526522593320236,0.0148173711996015,1.39163248343013
"contractual",250,0.00649637502273731,23,0.00903732809430255,0.00254095307156524,1.39113398821218
"truly",1046,0.0271808330951329,96,0.037721021611002,0.010540188515869,1.38778018609578
